,protein_name,compound_name,pocket_name,pocket_com,affinity
377,3gnw,3gnw,pocket_11,"16.491,-8.756,32.108",1.5594294
378,3gnw,3gnw,pocket_12,"33.115,59.582,-10.813",4.247475
379,3gnw,3gnw,pocket_13,"28.387,84.466,19.222",5.023512
380,3gnw,3gnw,pocket_14,"18.698,50.7,28.518",1.5466866
381,3gnw,3gnw,pocket_15,"14.369,14.133,44.761",2.7951486
382,3gnw,3gnw,pocket_16,"23.304,63.194,20.303",6.2129745
383,3gnw,3gnw,pocket_17,"36.666,27.087,40.274",3.8519068
384,3gnw,3gnw,pocket_18,"19.543,17.152,19.329",3.52742
385,3gnw,3gnw,pocket_19,"30.25,57.237,27.644",3.5144854
386,3gnw,3gnw,pocket_20,"24.73,-6.588,55.932",3.4993567
387,3gnw,3gnw,pocket_21,"16.293,22.793,22.526",3.6760464
388,3gnw,3gnw,pocket_22,"28.75,29.36,18.652",6.118329
389,3gnw,3gnw,pocket_23,"19.258,37.456,29.791",3.7559123
390,3gnw,3gnw,pocket_24,"20.527,-12.46,20.876",2.7225718
391,3gnw,3gnw,pocket_25,"15.32,17.662,30.766",4.3733983
392,3gnw,3gnw,pocket_26,"10.389,7.076,34.129",2.622149
393,3gnw,3gnw,pocket_27,"37.314,8.825,20.984",4.999214
394,3gnw,3gnw,pocket_28,"31.534,37.768,5.785",5.1410503
395,3gnw,3gnw,pocket_29,"11.817,12.488,62.485",3.5059276
396,2zda,2zda,protein_center,"11.903,-0.101,19.298",7.8045797
397,2zda,2zda,pocket_1,"16.942,-11.37,18.58",7.92187
398,2zda,2zda,pocket_2,"16.199,14.838,23.107",2.1545289
399,2zda,2zda,pocket_3,"16.195,1.928,35.728",2.6702185
400,2zda,2zda,pocket_4,"2.326,5.166,11.463",1.5882723
401,2zda,2zda,pocket_5,"0.796,-2.096,36.755",1.7943937
402,2zda,2zda,pocket_6,"-2.349,-1.326,23.94",3.8030317
403,2zda,2zda,pocket_7,"31.989,5.061,17.266",2.1093416
404,2zda,2zda,pocket_8,"29.516,1.378,29.684",2.1438603
405,3f3c,3f3c,protein_center,"27.541,30.388,21.22",5.7339134
406,3f3c,3f3c,pocket_1,"25.335,21.634,25.012",6.6619883
407,3f3c,3f3c,pocket_2,"26.023,29.696,38.813",1.0011446
408,3f3c,3f3c,pocket_3,"36.258,15.498,24.325",2.8042893
409,3f3c,3f3c,pocket_4,"25.127,34.736,6.552",6.026969
410,3f3c,3f3c,pocket_5,"42.849,32.141,8.978",2.5559351
411,3f3c,3f3c,pocket_6,"28.556,53.176,37.285",0.45444083
412,3f3c,3f3c,pocket_7,"28.196,32.793,21.705",5.939847
413,3f3c,3f3c,pocket_8,"7.025,25.529,27.255",1.5522349
414,3f3c,3f3c,pocket_9,"18.543,26.064,37.097",1.5673757
415,3f3c,3f3c,pocket_10,"41.607,42.601,35.027",1.0637573
416,3f3c,3f3c,pocket_11,"30.706,4.958,5.839",1.3391867
417,3f3c,3f3c,pocket_12,"15.116,41.763,40.488",1.2681632
418,3f3c,3f3c,pocket_13,"-1.834,45.421,29.069",3.2491827
419,3f3c,3f3c,pocket_14,"23.626,35.127,42.278",0.6500306
420,3f3c,3f3c,pocket_15,"12.378,29.162,11.361",4.314024
421,3f3c,3f3c,pocket_16,"47.672,34.523,23.874",0.44351506
422,3f3c,3f3c,pocket_17,"31.555,6.748,14.85",1.9115759
423,3f3c,3f3c,pocket_18,"47.71,15.042,15.3",0.8045082
424,3f3c,3f3c,pocket_19,"-2.434,40.77,26.738",2.5751505
425,3cj4,3cj4,protein_center,"6.423,0.122,31.82",4.5592504
426,3cj4,3cj4,pocket_1,"-4.722,15.889,9.472",5.602253
427,3cj4,3cj4,pocket_2,"14.181,-13.424,56.418",4.974743
428,3cj4,3cj4,pocket_3,"8.383,0.868,31.331",4.659355
429,3cj4,3cj4,pocket_4,"22.756,-21.677,49.839",4.24259
430,3cj4,3cj4,pocket_5,"29.077,-25.762,69.314",1.3063338
431,3cj4,3cj4,pocket_6,"-5.897,25.578,-9.93",1.2808211
432,3cj4,3cj4,pocket_7,"25.637,-22.649,32.705",2.9291437
433,3cj4,3cj4,pocket_8,"-23.543,8.569,-13.183",5.312687
434,3cj4,3cj4,pocket_9,"17.69,22.948,17.511",2.6548057
435,3cj4,3cj4,pocket_10,"8.705,7.402,49.766",2.3563519
436,3cj4,3cj4,pocket_11,"25.204,-24.476,81.561",1.9450505
437,3cj4,3cj4,pocket_12,"-5.204,-7.732,18.207",2.5053716
438,3cj4,3cj4,pocket_13,"19.452,-8.223,84.619",5.2280807
439,3cj4,3cj4,pocket_14,"8.101,-12.384,55.745",4.963971
440,3cj4,3cj4,pocket_15,"19.4,-27.392,61.467",2.5318027
441,3cj4,3cj4,pocket_16,"-17.541,25.095,-15.271",1.970467
442,3cj4,3cj4,pocket_17,"8.851,6.458,0.999",0.9132663
443,3cj4,3cj4,pocket_18,"-7.259,27.425,2.582",2.457034
444,3cj4,3cj4,pocket_19,"30.486,-5.338,50.544",0.697268
445,3cj4,3cj4,pocket_20,"3.135,11.685,33.594",4.330381
446,3cj4,3cj4,pocket_21,"24.234,12.306,10.067",2.181864
447,3cj4,3cj4,pocket_22,"-11.725,-0.129,-6.068",3.6936002
448,3cj4,3cj4,pocket_23,"21.781,-1.38,70.745",4.260425
449,3cj4,3cj4,pocket_24,"3.05,-11.047,32.932",3.662489
450,3cj4,3cj4,pocket_25,"34.814,-10.794,33.556",1.607759
451,3cj4,3cj4,pocket_26,"2.734,11.163,-9.019",1.3835032
452,3cj4,3cj4,pocket_27,"-2.072,-13.055,45.704",2.026618
453,3cj4,3cj4,pocket_28,"34.778,-10.62,62.896",1.6074694
454,3cj4,3cj4,pocket_29,"8.359,-30.479,58.756",0.31213832
455,3cj4,3cj4,pocket_30,"40.165,-5.393,79.374",0.97044814
456,3cj4,3cj4,pocket_31,"8.018,-5.064,74.966",2.4774451
457,3cj4,3cj4,pocket_32,"12.184,10.233,58.79",1.830575
458,1ps3,1ps3,protein_center,"39.81,62.305,-7.743",0.14174294
459,1ps3,1ps3,pocket_1,"44.216,75.329,-26.621",2.8768523
460,1ps3,1ps3,pocket_2,"25.6,63.516,11.352",4.647767
461,1ps3,1ps3,pocket_3,"42.444,56.25,-18.046",0.19680238
462,1ps3,1ps3,pocket_4,"57.781,57.679,1.169",1.1985992
463,1ps3,1ps3,pocket_5,"52.182,67.775,6.92",1.8815173
464,1ps3,1ps3,pocket_6,"41.646,41.601,-12.236",-0.0064091943
465,1ps3,1ps3,pocket_7,"41.158,54.635,1.542",3.824623
466,1ps3,1ps3,pocket_8,"35.15,70.431,16.038",4.3806577
467,1ps3,1ps3,pocket_9,"25.738,49.883,-23.324",-0.0034006333
468,1ps3,1ps3,pocket_10,"33.721,87.339,-19.083",1.1364043
469,1ps3,1ps3,pocket_11,"37.223,53.646,-32.155",-0.015507385
470,1ps3,1ps3,pocket_12,"70.983,76.126,-31.004",1.5836781
471,1ps3,1ps3,pocket_13,"51.154,76.907,-12.316",0.3677752
472,1ps3,1ps3,pocket_14,"46.817,46.128,13.263",1.0641909
473,1ps3,1ps3,pocket_15,"23.969,59.165,-36.172",0.28293777
474,1ps3,1ps3,pocket_16,"24.726,53.33,-10.185",-0.004195626
475,1ps3,1ps3,pocket_17,"62.383,66.049,-32.913",0.52561116
476,1ps3,1ps3,pocket_18,"50.264,56.357,-29.988",0.9280299
477,1ps3,1ps3,pocket_19,"13.576,50.286,21.527",1.4905245
478,1ps3,1ps3,pocket_20,"27.299,52.114,22.937",2.0554597
479,1ps3,1ps3,pocket_21,"69.986,59.441,-18.341",1.6863059
480,1ps3,1ps3,pocket_22,"65.537,78.617,-38.064",1.1699064
481,1ps3,1ps3,pocket_23,"38.595,57.747,12.345",3.91474
482,1ps3,1ps3,pocket_24,"17.643,40.261,27.32",1.1492268
483,1ps3,1ps3,pocket_25,"36.789,36.867,3.412",-0.0036240506
484,1ps3,1ps3,pocket_26,"68.332,57.088,-21.812",1.9716935
485,1ps3,1ps3,pocket_27,"74.661,77.216,-17.48",1.4417577
486,1ps3,1ps3,pocket_28,"70.845,54.632,-9.768",0.7699034
487,1ps3,1ps3,pocket_29,"50.515,60.662,-8.691",-0.00031155825
488,1ps3,1ps3,pocket_30,"50.8,45.288,2.65",-0.0017423558
489,1ps3,1ps3,pocket_31,"32.725,32.982,16.894",0.5331826
490,1ps3,1ps3,pocket_32,"61.53,77.01,-11.05",-0.007896382
491,1ps3,1ps3,pocket_33,"14.184,59.057,-2.124",0.10765958
492,1ps3,1ps3,pocket_34,"52.408,55.136,-5.756",-0.0028877377
493,1ps3,1ps3,pocket_35,"35.572,94.022,-30.488",1.2312349
494,1ps3,1ps3,pocket_36,"35.244,82.107,-41.391",1.8687993
495,1ps3,1ps3,pocket_37,"24.816,81.628,-17.331",0.17214346
496,1ps3,1ps3,pocket_38,"25.513,72.443,-40.894",1.1505146
497,1ps3,1ps3,pocket_39,"25.51,70.054,-9.137",2.8756452
498,1o0h,1o0h,protein_center,"20.413,0.42,20.464",4.510639
499,1o0h,1o0h,pocket_1,"23.031,4.857,28.629",2.4585624
500,1o0h,1o0h,pocket_2,"36.702,2.675,12.571",5.3892527
501,1o0h,1o0h,pocket_3,"15.325,7.359,19.049",1.2259003
502,1o0h,1o0h,pocket_4,"8.023,-5.733,32.643",5.2606936
503,1o0h,1o0h,pocket_5,"17.079,-2.672,14.626",2.556213
504,1o0h,1o0h,pocket_6,"34.118,-6.162,11.176",5.4376106
505,1o0h,1o0h,pocket_7,"7.563,-8.222,41.237",5.493499
506,1o0h,1o0h,pocket_8,"37.052,2.809,20.645",5.222376
507,1o0h,1o0h,pocket_9,"2.379,2.886,32.694",5.5306444
508,1o0h,1o0h,pocket_10,"20.613,-9.71,37.214",4.488618
509,3fur,3fur,protein_center,"3.208,8.957,15.766",6.80898
510,3fur,3fur,pocket_1,"4.995,9.216,25.266",6.981365
511,3fur,3fur,pocket_2,"-7.273,3.064,30.489",6.3987293
512,3fur,3fur,pocket_3,"0.393,0.014,4.447",2.1292777
513,3fur,3fur,pocket_4,"21.247,12.816,25.132",4.223236
514,3fur,3fur,pocket_5,"-16.106,4.665,14.879",2.1157606
515,2j7h,2j7h,protein_center,"-6.566,-8.722,4.251",2.5006828
516,2j7h,2j7h,pocket_1,"0.225,3.967,14.496",6.683531
517,2j7h,2j7h,pocket_2,"-24.906,-31.422,0.138",6.91695
518,2j7h,2j7h,pocket_3,"1.566,9.132,32.957",0.59515667
519,2j7h,2j7h,pocket_4,"-5.431,6.186,31.06",1.1734933
520,2j7h,2j7h,pocket_5,"-17.102,-35.985,18.366",0.941452
521,2j7h,2j7h,pocket_6,"-2.572,7.766,-7.996",2.4242382
522,2j7h,2j7h,pocket_7,"1.892,22.688,0.59",4.3522077
523,2j7h,2j7h,pocket_8,"5.698,-2.702,29.278",1.8214093
524,2j7h,2j7h,pocket_9,"-19.993,-30.176,18.41",1.122154
525,2j7h,2j7h,pocket_10,"-2.91,31.402,16.487",0.37716556
526,2j7h,2j7h,pocket_11,"-23.07,-26.602,-21.714",2.7393508
527,2j7h,2j7h,pocket_12,"1.618,-27.905,-0.562",-0.011476777
528,2j7h,2j7h,pocket_13,"-8.317,-31.08,-15.865",4.2830157
529,2j7h,2j7h,pocket_14,"26.829,19.387,8.068",-0.00025478125
530,2wer,2wer,protein_center,"12.868,49.898,-13.779",5.242296
531,2wer,2wer,pocket_1,"11.452,48.828,-13.197",5.326517
532,2wer,2wer,pocket_2,"-6.234,65.882,6.402",-0.014692924
533,2wer,2wer,pocket_3,"28.158,30.787,-34.573",-0.017223746
534,3ejr,3ejr,protein_center,"39.862,62.455,-7.832",2.1939785
535,3ejr,3ejr,pocket_1,"44.338,75.189,-26.397",3.55862
536,3ejr,3ejr,pocket_2,"25.474,63.773,11.147",6.755047
537,3ejr,3ejr,pocket_3,"42.684,56.545,-18.018",1.7071697
538,3ejr,3ejr,pocket_4,"53.714,66.42,7.338",2.5317552
539,3ejr,3ejr,pocket_5,"57.766,57.199,0.035",2.7710814
540,3ejr,3ejr,pocket_6,"35.237,70.82,15.691",6.522627
541,3ejr,3ejr,pocket_7,"33.755,87.75,-18.446",1.8000562
542,3ejr,3ejr,pocket_8,"37.844,53.362,-32.264",0.6378157
543,3ejr,3ejr,pocket_9,"25.672,50.218,-23.52",1.231584
544,3ejr,3ejr,pocket_10,"68.641,58.258,-21.276",4.1668854
545,3ejr,3ejr,pocket_11,"52.257,77.316,-12.602",0.8545983
546,3ejr,3ejr,pocket_12,"39.284,55.723,2.998",5.037528
547,3ejr,3ejr,pocket_13,"62.394,66.189,-33.016",1.4925684
548,3ejr,3ejr,pocket_14,"70.867,76.547,-31.059",3.269064
549,3ejr,3ejr,pocket_15,"46.815,46.297,13.404",1.1748668
550,3ejr,3ejr,pocket_16,"50.383,57.291,-29.791",1.5992498
551,3ejr,3ejr,pocket_17,"31.811,32.075,17.931",1.4706314
552,3ejr,3ejr,pocket_18,"13.951,50.039,21.262",2.5081875
553,3ejr,3ejr,pocket_19,"24.718,54.056,-10.223",0.83899045
554,3ejr,3ejr,pocket_20,"27.315,52.195,22.895",4.250781
555,3ejr,3ejr,pocket_21,"36.684,37.215,3.118",1.6213431
556,3ejr,3ejr,pocket_22,"43.008,54.362,0.101",3.100856
557,3ejr,3ejr,pocket_23,"73.914,76.789,-18.166",2.5758736
558,3ejr,3ejr,pocket_24,"49.14,42.017,-9.165",2.0954242
559,3ejr,3ejr,pocket_25,"38.801,57.8,12.439",5.962264
560,3ejr,3ejr,pocket_26,"64.883,79.172,-38.97",2.206185
561,3ejr,3ejr,pocket_27,"14.268,59.466,-2.699",1.4066446
562,3ejr,3ejr,pocket_28,"17.907,39.906,27.153",1.9849341
563,3ejr,3ejr,pocket_29,"69.164,53.224,-10.585",3.1100886
564,3ejr,3ejr,pocket_30,"23.626,59.725,-35.607",0.618561
565,3ejr,3ejr,pocket_31,"49.742,60.921,-9.076",0.6786039
566,3ejr,3ejr,pocket_32,"63.938,61.517,-5.94",1.8637428
567,3ejr,3ejr,pocket_33,"46.458,79.601,-9.117",2.2397351
568,3ejr,3ejr,pocket_34,"36.441,37.729,19.974",0.5381677
569,3ejr,3ejr,pocket_35,"74.437,62.154,-14.639",4.359658
570,3ejr,3ejr,pocket_36,"38.494,42.819,-24.132",0.59137976
571,3ejr,3ejr,pocket_37,"26.445,72.99,-42.273",1.4153472
572,3ejr,3ejr,pocket_38,"52.445,55.329,-5.783",1.9624109
573,3ejr,3ejr,pocket_39,"28.002,43.932,12.776",2.9834623
574,3ejr,3ejr,pocket_40,"25.51,70.193,-9.243",4.176979
575,1nc1,1nc1,protein_center,"57.669,79.684,34.428",5.764703
576,1nc1,1nc1,pocket_1,"43.585,79.874,28.028",4.0359917
577,1nc1,1nc1,pocket_2,"56.932,71.21,21.82",7.5394754
578,1nc1,1nc1,pocket_3,"46.566,87.952,42.062",7.015297
579,1nc1,1nc1,pocket_4,"58.925,90.65,39.093",4.4154334
580,1nc1,1nc1,pocket_5,"61.59,68.625,33.026",5.9536085
581,1nc1,1nc1,pocket_6,"80.686,76.11,33.268",1.175375
582,1nc1,1nc1,pocket_7,"71.066,82.862,53.536",1.0776534
583,2qbq,2qbq,protein_center,"44.322,17.059,15.22",6.9031477
584,2qbq,2qbq,pocket_1,"45.809,15.517,2.977",6.698591
585,2qbq,2qbq,pocket_2,"36.165,29.069,8.133",3.927678
586,2qbq,2qbq,pocket_3,"51.601,5.913,5.582",6.7630844
587,2qbq,2qbq,pocket_4,"52.357,24.094,28.939",4.893259
588,2qbq,2qbq,pocket_5,"38.39,29.88,23.8",1.3739959
589,2qbq,2qbq,pocket_6,"24.436,17.607,8.56",3.0141072
590,2qbq,2qbq,pocket_7,"24.628,6.051,7.594",3.0018756
591,3mss,3mss,protein_center,"14.407,-37.336,-20.596",2.8837876
592,3mss,3mss,pocket_1,"44.383,-42.794,-20.061",5.1331167
593,3mss,3mss,pocket_2,"1.793,-49.192,-20.841",2.5840857
594,3mss,3mss,pocket_3,"14.368,-66.026,-23.429",4.5756626
595,3mss,3mss,pocket_4,"14.444,-4.769,-12.974",5.016135
596,3mss,3mss,pocket_5,"-14.262,-32.258,-12.789",4.453164
597,3mss,3mss,pocket_6,"13.084,-73.797,-12.062",4.4513617
598,3mss,3mss,pocket_7,"15.49,-11.042,-27.846",1.6962683
599,3mss,3mss,pocket_8,"-15.627,-44.5,-18.491",4.21686
600,3mss,3mss,pocket_9,"15.405,6.356,-18.254",4.273302
601,3mss,3mss,pocket_10,"31.027,-10.713,-25.676",2.4428685
602,3mss,3mss,pocket_11,"-15.868,-27.66,-27.746",1.300827
603,3mss,3mss,pocket_12,"1.13,-33.25,-30.875",3.6286693
604,3mss,3mss,pocket_13,"4.451,-71.683,-18.474",4.6958456
605,3mss,3mss,pocket_14,"31.281,-74.333,-13.788",1.2035278
606,3mss,3mss,pocket_15,"-23.355,-38.952,-23.958",3.959693
607,3mss,3mss,pocket_16,"-1.542,-4.893,-30.841",3.7384465
608,3mss,3mss,pocket_17,"27.048,-37.337,-13.507",1.6118203
609,3mss,3mss,pocket_18,"23.13,0.63,-23.499",3.9426508
610,3mss,3mss,pocket_19,"-25.48,-37.295,-16.177",4.0498405
611,3mss,3mss,pocket_20,"13.793,-80.378,-29.964",1.5352149
612,3mss,3mss,pocket_21,"26.669,-27.473,-25.264",3.3718963
613,3mss,3mss,pocket_22,"53.106,-18.81,-23.571",2.1551204
614,3mss,3mss,pocket_23,"30.666,-83.948,-25.636",3.575168
615,3mss,3mss,pocket_24,"5.068,-92.7,-23.648",1.8513021
616,3mss,3mss,pocket_25,"25.347,-0.132,-15.686",4.446965
617,3mss,3mss,pocket_26,"44.216,-30.816,-29.893",1.502589
618,3mss,3mss,pocket_27,"29.87,-44.227,-31.832",2.8044703
619,3mss,3mss,pocket_28,"0.964,-13.922,-16.092",3.0084476
620,3mss,3mss,pocket_29,"-1.18,-24.109,-16.097",2.2536602
621,3mss,3mss,pocket_30,"24.122,-2.31,-39.531",2.257062
622,3mss,3mss,pocket_31,"5.747,-82.952,-18.283",3.118829
623,3mss,3mss,pocket_32,"51.89,-28.751,-18.305",3.2266886
624,3mss,3mss,pocket_33,"27.054,-67.248,-32.662",3.349869
625,3mss,3mss,pocket_34,"23.85,12.199,-8.062",2.8774717
626,3mss,3mss,pocket_35,"-23.611,-34.843,-39.952",2.5871165
627,3mss,3mss,pocket_36,"53.063,-48.35,-5.732",2.621887
628,3mss,3mss,pocket_37,"-24.534,-39.614,-34.867",2.1701422
629,3mss,3mss,pocket_38,"-25.23,-31.848,-2.681",1.4415729
630,3mss,3mss,pocket_39,"-24.033,-49.798,-8.192",3.0750272
631,3mss,3mss,pocket_40,"4.848,-63.275,-6.153",3.130551
632,3mss,3mss,pocket_41,"25.279,-6.624,-2.781",2.1569986
633,3mss,3mss,pocket_42,"-20.231,-44.666,-45.773",1.876596
634,3mss,3mss,pocket_43,"54.744,-54.471,-23.562",1.1039243
635,3mss,3mss,pocket_44,"-0.089,10.889,-21.117",1.6380777
636,3mss,3mss,pocket_45,"-3.69,-37.907,-9.654",4.5769553
637,2qbr,2qbr,protein_center,"44.658,17.336,15.416",6.7303743
638,2qbr,2qbr,pocket_1,"45.959,15.679,2.966",6.4549675
639,2qbr,2qbr,pocket_2,"36.444,29.637,8.705",2.7154531
640,2qbr,2qbr,pocket_3,"51.998,5.722,6.03",6.485936
641,2qbr,2qbr,pocket_4,"52.549,24.004,29.286",3.9907844
642,2qbr,2qbr,pocket_5,"59.755,32.142,16.99",2.8998723
643,2zcq,2zcq,protein_center,"16.569,55.011,37.01",6.821868
644,2zcq,2zcq,pocket_1,"18.624,54.251,37.495",6.6494703
645,2zcq,2zcq,pocket_2,"20.907,41.856,46.816",3.7200637
646,2zcq,2zcq,pocket_3,"16.335,46.731,25.118",4.8894053
647,2zcq,2zcq,pocket_4,"14.999,60.372,25.015",5.2246685
648,2zcq,2zcq,pocket_5,"1.344,41.919,55.368",3.1287377
649,2zcq,2zcq,pocket_6,"1.475,54.358,32.443",4.4193416
650,2zcq,2zcq,pocket_7,"13.395,69.726,48.384",2.5963311
651,2wnc,2wnc,protein_center,"-92.295,-34.379,-64.248",2.9298356
652,2wnc,2wnc,pocket_1,"-71.852,-49.19,-74.986",6.6750727
653,2wnc,2wnc,pocket_2,"-75.291,-17.037,-77.438",6.839793
654,2wnc,2wnc,pocket_3,"-102.85,-9.981,-60.519",7.044197
655,2wnc,2wnc,pocket_4,"-95.064,-60.125,-57.623",6.8136406
656,2wnc,2wnc,pocket_5,"-117.166,-36.413,-52.902",7.131219
657,2wnc,2wnc,pocket_6,"-102.451,-45.229,-56.682",2.695659
658,2wnc,2wnc,pocket_7,"-64.973,-39.797,-63.657",5.9947176
659,2wnc,2wnc,pocket_8,"-74.91,-13.515,-62.178",5.6674967
660,2wnc,2wnc,pocket_9,"-89.85,-21.336,-81.57",4.0558853
661,2wnc,2wnc,pocket_10,"-106.55,-40.879,-41.371",5.673209
662,2wnc,2wnc,pocket_11,"-86.17,-48.818,-66.636",3.6636813
663,2wnc,2wnc,pocket_12,"-83.29,-41.025,-83.062",3.772758
664,2wnc,2wnc,pocket_13,"-97.148,-53.565,-73.421",4.407077
665,2wnc,2wnc,pocket_14,"-78.04,-33.41,-71.212",3.3078036
666,2wnc,2wnc,pocket_15,"-83.659,-24.407,-53.132",2.436977
667,2wnc,2wnc,pocket_16,"-91.225,-38.408,-47.651",2.4671555
668,2wnc,2wnc,pocket_17,"-82.173,-40.735,-52.194",2.5568461
669,2wnc,2wnc,pocket_18,"-108.664,-21.366,-70.61",5.1191835
670,2wnc,2wnc,pocket_19,"-105.132,-26.099,-58.008",2.8696115
671,2wnc,2wnc,pocket_20,"-78.11,-32.018,-55.243",2.5047917
672,2wnc,2wnc,pocket_21,"-112.427,-42.482,-65.662",4.8769264
673,2wnc,2wnc,pocket_22,"-91.554,-18.725,-68.843",4.002133
674,2wnc,2wnc,pocket_23,"-66.069,-22.396,-76.977",5.793973
675,2wnc,2wnc,pocket_24,"-113.38,-40.273,-71.434",1.5227569
676,2wnc,2wnc,pocket_25,"-111.386,-52.194,-71.731",1.6097105
677,2wnc,2wnc,pocket_26,"-108.666,-23.366,-76.865",2.2498448
678,2wnc,2wnc,pocket_27,"-99.048,-15.743,-81.407",1.4336443
679,2wnc,2wnc,pocket_28,"-92.291,-28.978,-49.536",2.591132
680,2wnc,2wnc,pocket_29,"-82.529,-31.778,-89.109",1.7155827
681,2wnc,2wnc,pocket_30,"-101.302,-16.685,-84.27",1.6159754
682,2wnc,2wnc,pocket_31,"-74.987,-52.083,-52.239",1.8659041
683,2wnc,2wnc,pocket_32,"-97.856,-47.664,-40.85",1.7330618
684,2wnc,2wnc,pocket_33,"-89.523,-54.57,-81.245",2.034983
685,2wnc,2wnc,pocket_34,"-65.81,-29.459,-60.31",1.5449424
686,3e92,3e92,protein_center,"44.102,25.676,40.562",8.101817
687,3e92,3e92,pocket_1,"43.374,32.104,31.611",7.4844875
688,3e92,3e92,pocket_2,"26.557,39.137,26.138",2.0771942
689,3e92,3e92,pocket_3,"49.797,22.431,32.851",8.00978
690,3e92,3e92,pocket_4,"35.712,39.909,37.962",7.8322
691,3e92,3e92,pocket_5,"58.95,24.11,38.061",4.6297607
692,3e92,3e92,pocket_6,"46.064,41.904,48.992",2.650233
693,3e92,3e92,pocket_7,"64.599,20.304,49.925",4.1511908
694,3e92,3e92,pocket_8,"48.338,11.518,39.501",1.5600696
695,3e92,3e92,pocket_9,"42.932,49.24,23.16",2.7162192
696,3fv1,3fv1,protein_center,"-6.811,9.486,3.591",1.9544821
697,3fv1,3fv1,pocket_1,"-6.793,8.695,4.171",2.4898648
698,3fv1,3fv1,pocket_2,"-8.692,3.577,-13.426",8.557702
699,3fv1,3fv1,pocket_3,"-8.582,15.225,20.675",8.701135
700,3fv1,3fv1,pocket_4,"12.09,9.695,3.528",1.4090248
701,3fv1,3fv1,pocket_5,"-4.67,-3.578,-3.824",7.921734
702,3fv1,3fv1,pocket_6,"-4.743,22.55,10.984",8.182761
703,3fv1,3fv1,pocket_7,"-16.34,8.672,28.733",7.899786
704,3fv1,3fv1,pocket_8,"-3.64,29.722,23.464",6.640892
705,3fv1,3fv1,pocket_9,"-3.277,-10.505,-16.275",6.275962
706,3fv1,3fv1,pocket_10,"0.259,-6.15,-9.958",7.0765047
707,3fv1,3fv1,pocket_11,"-20.13,23.309,11.888",3.8522682
708,3fv1,3fv1,pocket_12,"-16.702,9.808,-21.187",7.7886324
709,3fv1,3fv1,pocket_13,"-13.411,8.654,-16.84",8.512474
710,3fv1,3fv1,pocket_14,"5.06,7.631,3.076",-0.012231636
711,3fv1,3fv1,pocket_15,"-1.838,-1.637,-7.92",8.342898
712,3fv1,3fv1,pocket_16,"-13.963,-0.254,25.226",1.881567
713,3fv1,3fv1,pocket_17,"-13.49,10.002,24.377",8.650953
714,3fv1,3fv1,pocket_18,"-3.499,8.459,-22.959",7.913809
715,3fv1,3fv1,pocket_19,"-24.821,8.441,-10.344",3.1276078
716,3fv1,3fv1,pocket_20,"-24.826,10.586,17.559",2.7946668
717,3fv1,3fv1,pocket_21,"-3.124,-3.308,-23.665",7.06089
718,3cyx,3cyx,protein_center,"13.826,26.313,19.477",9.479296
719,3cyx,3cyx,pocket_1,"16.697,22.587,17.481",9.486381
720,3cyx,3cyx,pocket_2,"14.232,38.971,-1.784",4.021634
721,3cyx,3cyx,pocket_3,"12.874,15.745,42.704",3.3943686
722,3cyx,3cyx,pocket_4,"3.605,16.343,29.128",5.407261
723,3cyx,3cyx,pocket_5,"21.365,38.993,12.698",5.9158163
724,3d6q,3d6q,protein_center,"20.181,0.266,20.592",2.1850324
725,3d6q,3d6q,pocket_1,"22.406,4.024,28.352",2.122655
726,3d6q,3d6q,pocket_2,"7.805,-6.542,32.566",3.5527806
727,3d6q,3d6q,pocket_3,"15.237,6.659,19.293",0.7777138
728,3d6q,3d6q,pocket_4,"36.805,2.608,12.614",3.9984717
729,3d6q,3d6q,pocket_5,"16.962,-2.395,14.685",1.4931362
730,3d6q,3d6q,pocket_6,"36.735,3.706,21.234",3.9981966
731,3d6q,3d6q,pocket_7,"7.988,-8.658,41.127",3.6394553
732,3d6q,3d6q,pocket_8,"33.575,-7.26,11.93",4.044039
733,3d6q,3d6q,pocket_9,"1.473,2.032,32.738",3.867467
734,3d6q,3d6q,pocket_10,"17.126,-4.148,49.851",2.6473315
735,3d6q,3d6q,pocket_11,"20.016,-10.286,37.251",2.163392
736,3jya,3jya,protein_center,"9.288,71.354,-0.674",6.7980623
737,3jya,3jya,pocket_1,"7.722,81.516,1.93",6.6930504
738,3jya,3jya,pocket_2,"10.724,70.955,12.687",2.35484
739,3jya,3jya,pocket_3,"16.141,77.609,3.943",6.530507
740,3jya,3jya,pocket_4,"19.411,79.704,-2.628",6.386715
741,3jya,3jya,pocket_5,"8.931,46.436,0.734",1.6810399
742,3jya,3jya,pocket_6,"24.809,71.967,-9.114",1.2776575
743,1s38,1s38,protein_center,"15.079,10.27,16.538",6.1407714
744,1s38,1s38,pocket_1,"14.639,16.496,18.313",5.9100227
745,1s38,1s38,pocket_2,"0.007,2.338,25.865",0.28615928
746,1s38,1s38,pocket_3,"21.117,16.377,11.237",6.173279
747,1s38,1s38,pocket_4,"3.687,2.872,-2.24",1.3754487
748,1s38,1s38,pocket_5,"27.438,-0.719,0.486",1.6096338
749,1s38,1s38,pocket_6,"2.586,24.026,17.518",3.4007292
750,1s38,1s38,pocket_7,"-0.806,20.689,27.923",0.9297035
751,1s38,1s38,pocket_8,"12.635,24.912,29.807",5.781987
